CountryName,CountryCode,SeriesName,SeriesCode,Domain,Year,Value
Brunei Darussalam,BRN,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2015,71.19999695
Brunei Darussalam,BRN,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2016,90.0
Brunei Darussalam,BRN,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2017,94.86669922
Brunei Darussalam,BRN,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2018,95.0
Brunei Darussalam,BRN,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2019,95.0
Brunei Darussalam,BRN,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2020,96.30549622
Brunei Darussalam,BRN,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2021,97.62879944
Brunei Darussalam,BRN,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2022,98.97042579
Brunei Darussalam,BRN,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2023,98.97039795
Brunei Darussalam,BRN,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2024,96.29828801
Brunei Darussalam,BRN,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2025,
Brunei Darussalam,BRN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2015,109.7514992
Brunei Darussalam,BRN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2016,122.426818
Brunei Darussalam,BRN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2017,125.8704352
Brunei Darussalam,BRN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2018,129.2681757
Brunei Darussalam,BRN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2019,129.8452607
Brunei Darussalam,BRN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2020,119.9338853
Brunei Darussalam,BRN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2021,133.5970654
Brunei Darussalam,BRN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2022,116.1084393
Brunei Darussalam,BRN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2023,118.6737524
Brunei Darussalam,BRN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2024,118.1305798
Brunei Darussalam,BRN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2025,
Brunei Darussalam,BRN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2015,8.153486874
Brunei Darussalam,BRN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2016,8.447858098
Brunei Darussalam,BRN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2017,9.490447626
Brunei Darussalam,BRN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2018,11.29531075
Brunei Darussalam,BRN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2019,12.24247764
Brunei Darussalam,BRN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2020,15.88676006
Brunei Darussalam,BRN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2021,17.58098472
Brunei Darussalam,BRN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2022,19.80499374
Brunei Darussalam,BRN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2023,20.2120497
Brunei Darussalam,BRN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2024,21.17712401
Brunei Darussalam,BRN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2025,
Brunei Darussalam,BRN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Công nghệ & Hạ tầng số,2015,563.6978579
Brunei Darussalam,BRN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Công nghệ & Hạ tầng số,2016,601.0796045
Brunei Darussalam,BRN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Công nghệ & Hạ tầng số,2017,1589.751648
Brunei Darussalam,BRN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Công nghệ & Hạ tầng số,2018,1948.333752
Brunei Darussalam,BRN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Công nghệ & Hạ tầng số,2019,10492.90684
Brunei Darussalam,BRN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Công nghệ & Hạ tầng số,2020,15399.95172
Brunei Darussalam,BRN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Công nghệ & Hạ tầng số,2021,14092.76965
Brunei Darussalam,BRN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Công nghệ & Hạ tầng số,2022,21094.93379
Brunei Darussalam,BRN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Công nghệ & Hạ tầng số,2023,8774.395412
Brunei Darussalam,BRN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Công nghệ & Hạ tầng số,2024,16128.5094
Brunei Darussalam,BRN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Công nghệ & Hạ tầng số,2025,
Cambodia,KHM,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2015,6.43319107
Cambodia,KHM,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2016,32.39845171
Cambodia,KHM,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2017,32.90027854
Cambodia,KHM,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2018,65.0
Cambodia,KHM,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2019,52.30587822
Cambodia,KHM,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2020,56.37590027
Cambodia,KHM,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2021,60.76269913
Cambodia,KHM,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2022,65.49079895
Cambodia,KHM,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2023,68.92549896
Cambodia,KHM,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2024,68.47530365
Cambodia,KHM,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2025,
Cambodia,KHM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2015,133.458414
Cambodia,KHM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2016,125.6276445
Cambodia,KHM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2017,115.5511924
Cambodia,KHM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2018,119.3099435
Cambodia,KHM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2019,129.9574415
Cambodia,KHM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2020,126.0758948
Cambodia,KHM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2021,117.2347852
Cambodia,KHM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2022,113.3915066
Cambodia,KHM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2023,120.8091194
Cambodia,KHM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2024,116.0919611
Cambodia,KHM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2025,
Cambodia,KHM,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2015,0.534485428
Cambodia,KHM,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2016,0.615922623
Cambodia,KHM,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2017,0.831393686
Cambodia,KHM,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2018,1.02122815
Cambodia,KHM,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2019,1.118716092
Cambodia,KHM,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2020,1.397700298
Cambodia,KHM,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2021,1.980894063
Cambodia,KHM,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2022,2.963830835
Cambodia,KHM,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2023,3.641818011
Cambodia,KHM,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2024,4.145661601
Cambodia,KHM,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2025,
Cambodia,KHM,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Công nghệ & Hạ tầng số,2015,10.11313202
Cambodia,KHM,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Công nghệ & Hạ tầng số,2016,20.37494568
Cambodia,KHM,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Công nghệ & Hạ tầng số,2017,54.93557917
Cambodia,KHM,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Công nghệ & Hạ tầng số,2018,80.98548148
Cambodia,KHM,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Công nghệ & Hạ tầng số,2019,159.3320529
Cambodia,KHM,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Công nghệ & Hạ tầng số,2020,188.4550477
Cambodia,KHM,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Công nghệ & Hạ tầng số,2021,166.3691091
Cambodia,KHM,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Công nghệ & Hạ tầng số,2022,183.4699824
Cambodia,KHM,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Công nghệ & Hạ tầng số,2023,223.1994252
Cambodia,KHM,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Công nghệ & Hạ tầng số,2024,817.2891117
Cambodia,KHM,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Công nghệ & Hạ tầng số,2025,
Indonesia,IDN,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2015,22.0627426
Indonesia,IDN,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2016,25.4473537
Indonesia,IDN,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2017,32.33580625
Indonesia,IDN,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2018,39.90463864
Indonesia,IDN,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2019,47.69064898
Indonesia,IDN,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2020,53.72649449
Indonesia,IDN,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2021,62.10447842
Indonesia,IDN,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2022,66.48461277
Indonesia,IDN,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2023,69.20836554
Indonesia,IDN,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2024,72.78075544
Indonesia,IDN,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2025,
Indonesia,IDN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2015,129.4687977
Indonesia,IDN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2016,145.7042513
Indonesia,IDN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2017,162.7825118
Indonesia,IDN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2018,118.3302169
Indonesia,IDN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2019,125.2443481
Indonesia,IDN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2020,129.4036211
Indonesia,IDN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2021,132.1994443
Indonesia,IDN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2022,122.8730122
Indonesia,IDN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2023,125.2381948
Indonesia,IDN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2024,122.5149465
Indonesia,IDN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2025,
Indonesia,IDN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2015,1.521394739
Indonesia,IDN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2016,1.975378455
Indonesia,IDN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2017,2.325042343
Indonesia,IDN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2018,3.287295913
Indonesia,IDN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2019,3.774225609
Indonesia,IDN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2020,3.929937691
Indonesia,IDN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2021,4.487463279
