Country Name,Country Code,Series Name,Series Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Brunei Darussalam,BRN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,6437.00247398227,7008.28171997556,8385.25858976533,8304.04242825767,9219.80339333238,9175.89257228992,8962.62325631033,9894.81949906257,8658.00697644634,..,..
Brunei Darussalam,BRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,..
Brunei Darussalam,BRN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,0,0,0,0,0,0,0,..,..,..,..
Brunei Darussalam,BRN,Forest area (% of land area),AG.LND.FRST.ZS,72.1062618595825,72.1062618595825,72.1062618595825,72.1062618595825,72.1062618595825,72.1062618595825,72.1062618595825,72.1062618595825,72.1062618595825,..,..
Brunei Darussalam,BRN,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,1.63865875885401,2.04563919116333,2.12297287144859,2.16396946562203,2.06098379941825,2.4205545218468,2.23863108759235,..,..,..,..
Cambodia,KHM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,379.754746691075,412.761212260506,418.968475987658,440.512279217912,487.938920711549,513.179246292562,497.04212828098,498.311736725693,554.905182911585,..,..
Cambodia,KHM,Access to electricity (% of population),EG.ELC.ACCS.ZS,62.7,68.8,89.1,80.7,84,86.4,82.5,92.3,95,99.2,..
Cambodia,KHM,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,60.6,58,56.3,58.1,53,51.4,52.4,..,..,..,..
Cambodia,KHM,Forest area (% of land area),AG.LND.FRST.ZS,50.117946974847,49.2359506004985,48.35395422615,47.4719578518015,46.589961477453,45.7079651031045,44.825968728756,43.9439723544074,43.0619759800589,..,..
Cambodia,KHM,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,1.7188873359968,2.09587146647814,2.25708042372495,2.45730631005513,2.58487191874473,2.87155248989672,3.3049290630666,..,..,..,..
